type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Moneyline,Chicago Cubs ML,-155.5,0.1972,0.5828,0.78,False,-1.0,2026-04-10,Chicago Cubs vs Pittsburgh Pirates
Run Line,Chicago Cubs -1.5,149.5,0.084,0.384,0.468,False,-1.0,2026-04-10,Chicago Cubs vs Pittsburgh Pirates
Moneyline,Arizona Diamondbacks ML,150.0,0.25,0.3836,0.772,True,1.5,2026-04-10,Philadelphia Phillies vs Arizona Diamondbacks
Moneyline,Miami Marlins ML,112.5,0.1291,0.4519,0.581,False,-1.0,2026-04-10,Detroit Tigers vs Miami Marlins
Total,UNDER 9.0,-120.0,0.1553,0.5217,0.677,False,-1.0,2026-04-10,Cincinnati Reds vs Los Angeles Angels
Moneyline,Athletics ML,121.0,0.25,0.4333,0.761,True,1.21,2026-04-10,New York Mets vs Athletics
Moneyline,New York Yankees ML,-115.0,0.1982,0.5108,0.709,False,-1.0,2026-04-10,Tampa Bay Rays vs New York Yankees
Moneyline,Baltimore Orioles ML,-125.0,0.0875,0.5325,0.62,False,-1.0,2026-04-10,Baltimore Orioles vs San Francisco Giants
Total,OVER  8.5,-1.5,0.2,0.0265,0.3437,True,10.0,2026-04-10,Baltimore Orioles vs San Francisco Giants
Moneyline,Atlanta Braves ML,-140.0,0.2148,0.5592,0.774,True,0.7143,2026-04-10,Atlanta Braves vs Cleveland Guardians
Run Line,Atlanta Braves -1.5,150.0,0.0813,0.3831,0.4644,True,1.5,2026-04-10,Atlanta Braves vs Cleveland Guardians
Total,UNDER 8.5,-110.0,0.0773,0.5,0.5773,False,-1.0,2026-04-10,Atlanta Braves vs Cleveland Guardians
Total,OVER  7.5,-102.5,0.1098,0.4832,0.593,False,-1.0,2026-04-10,Kansas City Royals vs Chicago White Sox
Moneyline,St. Louis Cardinals ML,115.0,0.25,0.4466,0.734,True,1.15,2026-04-10,St. Louis Cardinals vs Boston Red Sox
Moneyline,San Diego Padres ML,-173.0,0.0518,0.6082,0.66,True,0.578,2026-04-10,San Diego Padres vs Colorado Rockies
Total,UNDER 8.0,-105.0,0.1159,0.4892,0.6051,True,0.9524,2026-04-10,San Diego Padres vs Colorado Rockies
Moneyline,Seattle Mariners ML,-140.0,0.0676,0.5604,0.628,True,0.7143,2026-04-10,Seattle Mariners vs Houston Astros
Total,UNDER 8.5,-115.0,0.133,0.5108,0.6439,False,-1.0,2026-04-10,Los Angeles Dodgers vs Texas Rangers
Moneyline,Arizona Diamondbacks ML,105.0,0.25,0.4675,0.773,False,-1.0,2026-04-11,Philadelphia Phillies vs Arizona Diamondbacks
Total,UNDER 9.0,-120.0,0.0918,0.5217,0.6135,True,0.8333,2026-04-11,Philadelphia Phillies vs Arizona Diamondbacks
Moneyline,Miami Marlins ML,117.5,0.1714,0.4426,0.614,False,-1.0,2026-04-11,Detroit Tigers vs Miami Marlins
Moneyline,Chicago Cubs ML,-145.0,0.2086,0.5684,0.777,False,-1.0,2026-04-11,Chicago Cubs vs Pittsburgh Pirates
Run Line,Chicago Cubs -1.5,162.5,0.1024,0.3638,0.4662,False,-1.0,2026-04-11,Chicago Cubs vs Pittsburgh Pirates
Moneyline,Minnesota Twins ML,103.5,0.1694,0.4716,0.641,True,1.035,2026-04-11,Toronto Blue Jays vs Minnesota Twins
Total,UNDER 9.0,-105.0,0.1393,0.4892,0.6284,False,-1.0,2026-04-11,Cincinnati Reds vs Los Angeles Angels
Moneyline,Athletics ML,135.0,0.25,0.4065,0.778,True,1.35,2026-04-11,New York Mets vs Athletics
Moneyline,Chicago White Sox ML,158.5,0.2168,0.3712,0.588,False,-1.0,2026-04-11,Kansas City Royals vs Chicago White Sox
Moneyline,New York Yankees ML,-173.5,0.168,0.608,0.776,False,-1.0,2026-04-11,Tampa Bay Rays vs New York Yankees
Total,UNDER 7.5,-120.0,0.0975,0.5217,0.6193,False,-1.0,2026-04-11,Baltimore Orioles vs San Francisco Giants
Moneyline,St. Louis Cardinals ML,118.0,0.25,0.4402,0.7,False,-1.0,2026-04-11,St. Louis Cardinals vs Boston Red Sox
Moneyline,Atlanta Braves ML,-120.0,0.25,0.5217,0.775,False,-1.0,2026-04-11,Atlanta Braves vs Cleveland Guardians
Moneyline,San Diego Padres ML,-170.0,0.1092,0.6028,0.712,True,0.5882,2026-04-11,San Diego Padres vs Colorado Rockies
Total,UNDER 8.5,-115.0,0.1013,0.5108,0.6121,False,-1.0,2026-04-11,San Diego Padres vs Colorado Rockies
Total,UNDER 8.25,-115.5,0.126,0.501,0.627,False,-1.0,2026-04-11,Los Angeles Dodgers vs Texas Rangers
Moneyline,Baltimore Orioles ML,-125.0,0.1275,0.5325,0.66,True,0.8,2026-04-12,Baltimore Orioles vs San Francisco Giants
Total,UNDER 8.5,-110.0,0.1196,0.5,0.6196,True,0.9091,2026-04-12,Baltimore Orioles vs San Francisco Giants
Moneyline,Arizona Diamondbacks ML,115.0,0.25,0.447,0.745,True,1.15,2026-04-12,Philadelphia Phillies vs Arizona Diamondbacks
Total,OVER  8.0,-105.0,0.0931,0.4892,0.5823,True,0.9524,2026-04-12,Toronto Blue Jays vs Minnesota Twins
Total,UNDER 8.5,-110.0,0.1096,0.5,0.6096,False,-1.0,2026-04-12,Cincinnati Reds vs Los Angeles Angels
Moneyline,Athletics ML,140.0,0.25,0.4009,0.723,True,1.4,2026-04-12,New York Mets vs Athletics
Total,OVER  6.0,-119.0,0.1186,0.5165,0.6351,True,0.8403,2026-04-12,Detroit Tigers vs Miami Marlins
Moneyline,New York Yankees ML,-137.0,0.2229,0.5541,0.777,False,-1.0,2026-04-12,Tampa Bay Rays vs New York Yankees
Moneyline,Chicago White Sox ML,151.0,0.25,0.3824,0.685,True,1.51,2026-04-12,Kansas City Royals vs Chicago White Sox
Moneyline,St. Louis Cardinals ML,-103.5,0.25,0.4859,0.783,False,-1.0,2026-04-12,St. Louis Cardinals vs Boston Red Sox
Total,UNDER 9.0,-107.5,0.1239,0.4946,0.6185,False,-1.0,2026-04-12,St. Louis Cardinals vs Boston Red Sox
Moneyline,Chicago Cubs ML,-134.5,0.2279,0.5511,0.779,True,0.7435,2026-04-12,Chicago Cubs vs Pittsburgh Pirates
Run Line,Chicago Cubs -1.5,135.0,0.0622,0.4052,0.4674,False,-1.0,2026-04-12,Chicago Cubs vs Pittsburgh Pirates
Total,UNDER 12.5,-115.0,0.1892,0.5108,0.7,False,-1.0,2026-04-12,Chicago Cubs vs Pittsburgh Pirates
Total,UNDER 8.5,-110.0,0.1775,0.5,0.6775,True,0.9091,2026-04-12,Los Angeles Dodgers vs Texas Rangers
Moneyline,Atlanta Braves ML,-195.5,0.139,0.635,0.774,True,0.5115,2026-04-12,Atlanta Braves vs Cleveland Guardians
Moneyline,Pittsburgh Pirates ML,-225.0,0.0874,0.6636,0.751,True,0.4444,2026-04-13,Pittsburgh Pirates vs Washington Nationals
Moneyline,Chicago Cubs ML,144.5,0.25,0.392,0.776,False,-1.0,2026-04-13,Philadelphia Phillies vs Chicago Cubs
Total,UNDER 8.5,-105.5,0.0912,0.4897,0.581,False,-1.0,2026-04-13,Philadelphia Phillies vs Chicago Cubs
Moneyline,New York Yankees ML,-184.5,0.1388,0.6222,0.761,True,0.542,2026-04-13,New York Yankees vs Los Angeles Angels
Total,UNDER 9.5,-111.0,0.1512,0.5011,0.6522,False,-1.0,2026-04-13,New York Yankees vs Los Angeles Angels
Moneyline,Atlanta Braves ML,-146.5,0.1114,0.5716,0.683,False,-1.0,2026-04-13,Atlanta Braves vs Miami Marlins
Moneyline,Minnesota Twins ML,137.5,0.25,0.4034,0.682,True,1.375,2026-04-13,Minnesota Twins vs Boston Red Sox
Total,UNDER 8.0,-113.5,0.0912,0.5021,0.5933,False,-1.0,2026-04-13,Minnesota Twins vs Boston Red Sox
Moneyline,Texas Rangers ML,-125.0,0.0585,0.5325,0.591,True,0.8,2026-04-13,Athletics vs Texas Rangers
Total,UNDER 8.5,-111.0,0.1243,0.5022,0.6264,False,-1.0,2026-04-13,Athletics vs Texas Rangers
Moneyline,Los Angeles Dodgers ML,-161.0,0.1862,0.5918,0.778,True,0.6211,2026-04-13,Los Angeles Dodgers vs New York Mets
Total,UNDER 8.5,-103.0,0.0934,0.4838,0.5773,True,0.9709,2026-04-13,Los Angeles Dodgers vs New York Mets
Moneyline,Detroit Tigers ML,-121.0,0.2378,0.5252,0.763,True,0.8264,2026-04-14,Detroit Tigers vs Kansas City Royals
Total,UNDER 9.5,-105.0,0.1157,0.4843,0.6,True,0.9524,2026-04-14,Pittsburgh Pirates vs Washington Nationals
Moneyline,Cincinnati Reds ML,-110.0,0.1468,0.5022,0.649,True,0.9091,2026-04-14,Cincinnati Reds vs San Francisco Giants
Total,UNDER 9.0,-112.0,0.1777,0.5043,0.682,True,0.8929,2026-04-14,Cincinnati Reds vs San Francisco Giants
Moneyline,Chicago Cubs ML,118.0,0.25,0.4402,0.773,True,1.18,2026-04-14,Philadelphia Phillies vs Chicago Cubs
Total,UNDER 10.0,-110.0,0.1891,0.5,0.6891,False,-1.0,2026-04-14,Philadelphia Phillies vs Chicago Cubs
Moneyline,New York Yankees ML,-180.0,0.0626,0.6164,0.679,False,-1.0,2026-04-14,New York Yankees vs Los Angeles Angels
Total,UNDER 9.5,-110.0,0.2,0.5,0.7,True,0.9091,2026-04-14,New York Yankees vs Los Angeles Angels
Moneyline,Atlanta Braves ML,-161.0,0.0812,0.5918,0.673,True,0.6211,2026-04-14,Atlanta Braves vs Miami Marlins
Moneyline,Minnesota Twins ML,118.0,0.25,0.4402,0.72,True,1.18,2026-04-14,Minnesota Twins vs Boston Red Sox
Total,OVER  8.0,-110.0,0.0835,0.5,0.5835,True,0.9091,2026-04-14,Chicago White Sox vs Tampa Bay Rays
Moneyline,Milwaukee Brewers ML,-120.0,0.1023,0.5217,0.624,False,-1.0,2026-04-14,Milwaukee Brewers vs Toronto Blue Jays
Moneyline,St. Louis Cardinals ML,109.5,0.1382,0.4578,0.596,True,1.095,2026-04-14,St. Louis Cardinals vs Cleveland Guardians
Total,UNDER 9.0,-115.0,0.102,0.5108,0.6129,False,-1.0,2026-04-14,St. Louis Cardinals vs Cleveland Guardians
Total,UNDER 7.25,-10.0,0.1092,0.5,0.6092,True,10.0,2026-04-14,San Diego Padres vs Seattle Mariners
Total,UNDER 8.5,-105.0,0.1049,0.4892,0.5941,True,0.9524,2026-04-14,Athletics vs Texas Rangers
Moneyline,Los Angeles Dodgers ML,-199.5,0.0855,0.6375,0.723,True,0.5013,2026-04-14,Los Angeles Dodgers vs New York Mets
Total,UNDER 9.0,-106.5,0.0956,0.4924,0.588,True,0.939,2026-04-15,St. Louis Cardinals vs Cleveland Guardians
Moneyline,Minnesota Twins ML,111.5,0.2375,0.4515,0.689,False,-1.0,2026-04-15,Minnesota Twins vs Boston Red Sox
Total,OVER  8.5,-2.5,0.2,0.0432,0.3742,True,10.0,2026-04-15,Minnesota Twins vs Boston Red Sox
Moneyline,Detroit Tigers ML,-127.5,0.2403,0.5377,0.778,True,0.7843,2026-04-15,Detroit Tigers vs Kansas City Royals
Run Line,Detroit Tigers -1.5,155.0,0.0924,0.3744,0.4668,False,-1.0,2026-04-15,Detroit Tigers vs Kansas City Royals
Total,UNDER 8.5,-105.0,0.0887,0.4892,0.5779,True,0.9524,2026-04-15,Detroit Tigers vs Kansas City Royals
Moneyline,Pittsburgh Pirates ML,-172.5,0.1075,0.6075,0.715,True,0.5797,2026-04-15,Pittsburgh Pirates vs Washington Nationals
Total,UNDER 9.5,-120.0,0.1013,0.5217,0.623,True,0.8333,2026-04-15,Pittsburgh Pirates vs Washington Nationals
Moneyline,Cincinnati Reds ML,-109.0,0.1851,0.4989,0.684,True,0.9174,2026-04-15,Cincinnati Reds vs San Francisco Giants
Total,UNDER 9.5,-122.5,0.1859,0.5141,0.7,False,-1.0,2026-04-15,Cincinnati Reds vs San Francisco Giants
Moneyline,Chicago Cubs ML,118.0,0.25,0.4402,0.783,True,1.18,2026-04-15,Philadelphia Phillies vs Chicago Cubs
Total,UNDER 9.0,-115.0,0.1064,0.5108,0.6172,False,-1.0,2026-04-15,Philadelphia Phillies vs Chicago Cubs
Moneyline,New York Yankees ML,-193.5,0.1344,0.6316,0.766,True,0.5168,2026-04-15,New York Yankees vs Los Angeles Angels
Total,UNDER 11.0,-115.0,0.1892,0.5108,0.7,True,0.8696,2026-04-15,New York Yankees vs Los Angeles Angels
Moneyline,Atlanta Braves ML,-164.0,0.1405,0.5935,0.734,True,0.6098,2026-04-15,Atlanta Braves vs Miami Marlins
Total,UNDER 9.0,-115.0,0.0859,0.5108,0.5967,False,-1.0,2026-04-15,Atlanta Braves vs Miami Marlins
Moneyline,Milwaukee Brewers ML,100.0,0.1157,0.4783,0.594,True,1.0,2026-04-15,Milwaukee Brewers vs Toronto Blue Jays
Total,UNDER 8.0,-115.0,0.1547,0.5108,0.6655,False,-1.0,2026-04-15,San Diego Padres vs Seattle Mariners
Total,UNDER 9.5,-107.5,0.1932,0.492,0.6852,False,-1.0,2026-04-15,Athletics vs Texas Rangers
Moneyline,Los Angeles Dodgers ML,-190.0,0.1476,0.6274,0.775,True,0.5263,2026-04-15,Los Angeles Dodgers vs New York Mets
Moneyline,Pittsburgh Pirates ML,-165.0,0.1434,0.5976,0.741,False,-1.0,2026-04-16,Pittsburgh Pirates vs Washington Nationals
Moneyline,Cincinnati Reds ML,-120.0,0.1123,0.5217,0.634,False,-1.0,2026-04-16,Cincinnati Reds vs San Francisco Giants
Total,UNDER 8.0,-105.0,0.1228,0.4892,0.612,True,0.9524,2026-04-16,Cincinnati Reds vs San Francisco Giants
Moneyline,Detroit Tigers ML,103.5,0.25,0.4707,0.776,True,1.035,2026-04-16,Detroit Tigers vs Kansas City Royals
Total,UNDER 8.5,-105.0,0.0906,0.4892,0.5797,False,-1.0,2026-04-16,Detroit Tigers vs Kansas City Royals
Total,UNDER 10.0,-115.0,0.1892,0.5108,0.7,False,-1.0,2026-04-16,New York Yankees vs Los Angeles Angels
Moneyline,Milwaukee Brewers ML,-115.0,0.1002,0.5108,0.611,True,0.8696,2026-04-16,Milwaukee Brewers vs Toronto Blue Jays
Total,UNDER 8.5,-115.0,0.1892,0.5108,0.7,True,0.8696,2026-04-16,San Diego Padres vs Seattle Mariners
Moneyline,Chicago Cubs ML,-154.5,0.1853,0.5827,0.768,True,0.6472,2026-04-17,Chicago Cubs vs New York Mets
Total,UNDER 10.0,-107.5,0.1971,0.492,0.6891,False,-1.0,2026-04-17,Chicago Cubs vs New York Mets
Moneyline,Atlanta Braves ML,-115.0,0.25,0.5114,0.776,True,0.8696,2026-04-17,Philadelphia Phillies vs Atlanta Braves
Run Line,Atlanta Braves +1.5,140.5,0.0679,0.3977,0.4656,True,1.405,2026-04-17,Philadelphia Phillies vs Atlanta Braves
Total,OVER  9.5,-2.5,0.2,0.0428,0.3484,False,-1.0,2026-04-17,Philadelphia Phillies vs Atlanta Braves
Total,UNDER 8.5,-116.5,0.1379,0.5141,0.652,False,-1.0,2026-04-17,Washington Nationals vs San Francisco Giants
Moneyline,Pittsburgh Pirates ML,-125.0,0.0915,0.5325,0.624,True,0.8,2026-04-17,Pittsburgh Pirates vs Tampa Bay Rays
Moneyline,New York Yankees ML,-180.5,0.1613,0.6167,0.778,True,0.554,2026-04-17,New York Yankees vs Kansas City Royals
Moneyline,Detroit Tigers ML,105.0,0.25,0.4675,0.755,False,-1.0,2026-04-17,Boston Red Sox vs Detroit Tigers
Total,UNDER 9.5,-115.0,0.142,0.5108,0.6529,True,0.8696,2026-04-17,Colorado Rockies vs Los Angeles Dodgers
Total,UNDER 8.25,-114.0,0.1283,0.5005,0.6288,True,0.8772,2026-04-17,Los Angeles Angels vs San Diego Padres
Moneyline,New York Yankees ML,-165.0,0.1884,0.5966,0.785,True,0.6061,2026-04-18,New York Yankees vs Kansas City Royals
Run Line,New York Yankees -1.5,129.5,0.0535,0.4175,0.471,True,1.295,2026-04-18,New York Yankees vs Kansas City Royals
Moneyline,Cincinnati Reds ML,110.0,0.2367,0.4573,0.694,True,1.1,2026-04-18,Minnesota Twins vs Cincinnati Reds
Moneyline,Chicago Cubs ML,-118.0,0.25,0.5174,0.775,True,0.8475,2026-04-18,Chicago Cubs vs New York Mets
Total,UNDER 8.5,-116.5,0.0643,0.5123,0.5766,True,0.8584,2026-04-18,Chicago Cubs vs New York Mets
Moneyline,Pittsburgh Pirates ML,-152.0,0.1295,0.5785,0.708,False,-1.0,2026-04-18,Pittsburgh Pirates vs Tampa Bay Rays
Total,UNDER 9.5,-115.0,0.1892,0.5108,0.7,False,-1.0,2026-04-18,Washington Nationals vs San Francisco Giants
Moneyline,Detroit Tigers ML,-145.0,0.2063,0.5667,0.773,True,0.6897,2026-04-18,Boston Red Sox vs Detroit Tigers
Total,OVER  7.25,-12.5,0.0508,0.5615,0.6124,False,-1.0,2026-04-18,Cleveland Guardians vs Baltimore Orioles
Total,UNDER 7.0,100.0,0.1085,0.4783,0.5868,False,-1.0,2026-04-18,Seattle Mariners vs Texas Rangers
Moneyline,Atlanta Braves ML,100.0,0.25,0.4783,0.772,True,1.0,2026-04-18,Philadelphia Phillies vs Atlanta Braves
Moneyline,Los Angeles Dodgers ML,-291.0,0.0653,0.7137,0.779,False,-1.0,2026-04-18,Colorado Rockies vs Los Angeles Dodgers
Total,UNDER 10.5,-105.5,0.2,0.4903,0.7,True,0.9479,2026-04-18,Colorado Rockies vs Los Angeles Dodgers
Total,UNDER 9.5,-120.0,0.1783,0.5217,0.7,True,0.8333,2026-04-18,Los Angeles Angels vs San Diego Padres
Moneyline,Pittsburgh Pirates ML,-105.5,0.1387,0.4923,0.631,True,0.9479,2026-04-19,Pittsburgh Pirates vs Tampa Bay Rays
Moneyline,New York Yankees ML,-152.5,0.1938,0.5782,0.772,True,0.6557,2026-04-19,New York Yankees vs Kansas City Royals
Run Line,New York Yankees -1.5,140.0,0.0631,0.4001,0.4632,True,1.4,2026-04-19,New York Yankees vs Kansas City Royals
Moneyline,Baltimore Orioles ML,100.0,0.1527,0.4783,0.631,False,-1.0,2026-04-19,Cleveland Guardians vs Baltimore Orioles
Total,OVER  6.5,-120.0,0.1151,0.5217,0.6369,True,0.8333,2026-04-19,Cleveland Guardians vs Baltimore Orioles
Moneyline,Cincinnati Reds ML,-105.0,0.2008,0.4892,0.69,True,0.9524,2026-04-19,Minnesota Twins vs Cincinnati Reds
Moneyline,Chicago Cubs ML,-139.0,0.2184,0.5556,0.774,True,0.7194,2026-04-19,Chicago Cubs vs New York Mets
Moneyline,Los Angeles Dodgers ML,-208.5,0.1311,0.6489,0.78,False,-1.0,2026-04-19,Colorado Rockies vs Los Angeles Dodgers
Total,UNDER 12.0,-110.0,0.2,0.5,0.7,False,-1.0,2026-04-19,Colorado Rockies vs Los Angeles Dodgers
Moneyline,Los Angeles Angels ML,125.5,0.189,0.425,0.614,False,-1.0,2026-04-19,Los Angeles Angels vs San Diego Padres
Total,UNDER 9.0,-105.0,0.2,0.4892,0.6963,True,0.9524,2026-04-19,Los Angeles Angels vs San Diego Padres
Total,UNDER 7.5,-120.0,0.1044,0.5217,0.6261,True,0.8333,2026-04-19,Seattle Mariners vs Texas Rangers
Total,OVER  8.0,-110.0,0.0816,0.5,0.5816,True,0.9091,2026-04-19,Arizona Diamondbacks vs Toronto Blue Jays
Moneyline,Detroit Tigers ML,125.5,0.233,0.425,0.658,True,1.255,2026-04-19,Boston Red Sox vs Detroit Tigers
Moneyline,Atlanta Braves ML,-115.0,0.25,0.5108,0.779,True,0.8696,2026-04-19,Philadelphia Phillies vs Atlanta Braves
Run Line,Atlanta Braves +1.5,143.5,0.0785,0.3889,0.4674,True,1.435,2026-04-19,Philadelphia Phillies vs Atlanta Braves
Moneyline,Detroit Tigers ML,115.0,0.25,0.4451,0.698,False,-1.0,2026-04-20,Boston Red Sox vs Detroit Tigers
Total,UNDER 8.5,-115.0,0.1094,0.5108,0.6202,False,-1.0,2026-04-20,Boston Red Sox vs Detroit Tigers
Total,OVER  7.5,100.0,0.1166,0.4783,0.5949,True,1.0,2026-04-20,Cleveland Guardians vs Houston Astros
Moneyline,Cincinnati Reds ML,100.0,0.1887,0.4783,0.667,True,1.0,2026-04-20,Tampa Bay Rays vs Cincinnati Reds
Moneyline,Miami Marlins ML,-130.0,0.1043,0.5427,0.647,True,0.7692,2026-04-20,Miami Marlins vs St. Louis Cardinals
Moneyline,Atlanta Braves ML,-161.0,0.1562,0.5918,0.748,True,0.6211,2026-04-20,Washington Nationals vs Atlanta Braves
Moneyline,Baltimore Orioles ML,-115.0,0.2212,0.5108,0.732,True,0.8696,2026-04-20,Kansas City Royals vs Baltimore Orioles
Total,UNDER 9.0,-115.0,0.079,0.5108,0.5898,False,-1.0,2026-04-20,Kansas City Royals vs Baltimore Orioles
Moneyline,Chicago Cubs ML,-115.0,0.25,0.5108,0.774,True,0.8696,2026-04-20,Chicago Cubs vs Philadelphia Phillies
Moneyline,Los Angeles Dodgers ML,-225.0,0.1134,0.6636,0.777,True,0.4444,2026-04-20,Colorado Rockies vs Los Angeles Dodgers
Total,UNDER 11.5,-110.0,0.2,0.5,0.7,False,-1.0,2026-04-20,Colorado Rockies vs Los Angeles Dodgers
Moneyline,Los Angeles Angels ML,100.0,0.2497,0.4783,0.728,False,-1.0,2026-04-20,Los Angeles Angels vs Toronto Blue Jays
Total,UNDER 8.0,-105.0,0.1004,0.4892,0.5896,False,-1.0,2026-04-20,Seattle Mariners vs Athletics
Moneyline,Cincinnati Reds ML,-115.0,0.2212,0.5108,0.732,True,0.8696,2026-04-21,Tampa Bay Rays vs Cincinnati Reds
Run Line,Cincinnati Reds +1.5,150.0,0.0556,0.3836,0.4392,True,1.5,2026-04-21,Tampa Bay Rays vs Cincinnati Reds
Moneyline,Miami Marlins ML,-123.5,0.1117,0.5293,0.641,False,-1.0,2026-04-21,Miami Marlins vs St. Louis Cardinals
Moneyline,Atlanta Braves ML,-160.0,0.1698,0.5912,0.761,False,-1.0,2026-04-21,Washington Nationals vs Atlanta Braves
Moneyline,New York Yankees ML,104.5,0.25,0.4695,0.769,True,1.045,2026-04-21,Boston Red Sox vs New York Yankees
Total,OVER  8.5,-2.5,0.2,0.0424,0.4209,False,-1.0,2026-04-21,Boston Red Sox vs New York Yankees
Moneyline,Minnesota Twins ML,138.0,0.25,0.4029,0.656,True,1.38,2026-04-21,New York Mets vs Minnesota Twins
Moneyline,Baltimore Orioles ML,107.5,0.25,0.4623,0.723,False,-1.0,2026-04-21,Kansas City Royals vs Baltimore Orioles
Moneyline,Chicago Cubs ML,-128.0,0.2311,0.5399,0.771,True,0.7812,2026-04-21,Chicago Cubs vs Philadelphia Phillies
Run Line,Chicago Cubs -1.5,156.5,0.0906,0.372,0.4626,True,1.565,2026-04-21,Chicago Cubs vs Philadelphia Phillies
Total,UNDER 8.5,-105.0,0.09,0.4892,0.5791,False,-1.0,2026-04-21,Chicago Cubs vs Philadelphia Phillies
Moneyline,Pittsburgh Pirates ML,-105.0,0.1348,0.4892,0.624,False,-1.0,2026-04-21,Texas Rangers vs Pittsburgh Pirates
Total,UNDER 8.5,-129.5,0.1193,0.5351,0.6544,True,0.7722,2026-04-21,Texas Rangers vs Pittsburgh Pirates
Moneyline,San Diego Padres ML,-145.5,0.1203,0.5687,0.689,True,0.6873,2026-04-21,Colorado Rockies vs San Diego Padres
Total,UNDER 11.5,-132.0,0.1647,0.5353,0.7,True,0.7576,2026-04-21,Colorado Rockies vs San Diego Padres
Moneyline,Los Angeles Angels ML,-115.0,0.2222,0.5108,0.733,False,-1.0,2026-04-21,Los Angeles Angels vs Toronto Blue Jays
Total,UNDER 7.5,-115.0,0.0867,0.5108,0.5975,True,0.8696,2026-04-21,San Francisco Giants vs Los Angeles Dodgers
Moneyline,Miami Marlins ML,-149.5,0.0874,0.5736,0.661,True,0.6689,2026-04-22,Miami Marlins vs St. Louis Cardinals
Moneyline,Cincinnati Reds ML,118.5,0.1844,0.4396,0.624,False,-1.0,2026-04-22,Tampa Bay Rays vs Cincinnati Reds
Moneyline,Baltimore Orioles ML,110.0,0.2107,0.4573,0.668,True,1.1,2026-04-22,Kansas City Royals vs Baltimore Orioles
Total,UNDER 9.5,-110.0,0.1028,0.4984,0.6012,False,-1.0,2026-04-22,Kansas City Royals vs Baltimore Orioles
Moneyline,Los Angeles Angels ML,-150.0,0.1905,0.5745,0.765,True,0.6667,2026-04-22,Los Angeles Angels vs Toronto Blue Jays
Run Line,Los Angeles Angels -1.5,135.0,0.053,0.406,0.459,True,1.35,2026-04-22,Los Angeles Angels vs Toronto Blue Jays
Total,UNDER 7.5,-105.0,0.1114,0.4892,0.6006,False,-1.0,2026-04-22,Seattle Mariners vs Athletics
Moneyline,Atlanta Braves ML,-162.5,0.1884,0.5926,0.781,True,0.6154,2026-04-22,Washington Nationals vs Atlanta Braves
Total,UNDER 9.0,-2.5,0.2,0.0432,0.6129,False,-1.0,2026-04-22,Washington Nationals vs Atlanta Braves
Moneyline,New York Yankees ML,-130.5,0.2258,0.5432,0.769,True,0.7663,2026-04-22,Boston Red Sox vs New York Yankees
Moneyline,Minnesota Twins ML,135.0,0.25,0.4079,0.774,False,-1.0,2026-04-22,New York Mets vs Minnesota Twins
Moneyline,Chicago Cubs ML,-190.0,0.1443,0.6297,0.774,True,0.5263,2026-04-22,Chicago Cubs vs Philadelphia Phillies
Moneyline,San Diego Padres ML,-160.0,0.1498,0.5912,0.741,False,-1.0,2026-04-22,Colorado Rockies vs San Diego Padres
Total,UNDER 12.0,-105.0,0.2,0.4892,0.7,True,0.9524,2026-04-22,Colorado Rockies vs San Diego Padres
Total,UNDER 7.5,-102.0,0.094,0.4817,0.5757,True,0.9804,2026-04-22,San Francisco Giants vs Los Angeles Dodgers
Moneyline,Atlanta Braves ML,-136.0,0.1716,0.5534,0.725,True,0.7353,2026-04-23,Washington Nationals vs Atlanta Braves
Total,UNDER 9.0,-105.0,0.1013,0.4892,0.5905,False,-1.0,2026-04-23,Washington Nationals vs Atlanta Braves
Moneyline,Chicago Cubs ML,-105.0,0.25,0.4892,0.772,True,0.9524,2026-04-23,Chicago Cubs vs Philadelphia Phillies
Total,UNDER 9.5,-111.5,0.1519,0.5016,0.6535,False,-1.0,2026-04-23,Chicago Cubs vs Philadelphia Phillies
Moneyline,San Diego Padres ML,-154.5,0.1903,0.5827,0.773,True,0.6472,2026-04-23,Colorado Rockies vs San Diego Padres
Total,UNDER 10.5,-110.0,0.2,0.5,0.7,False,-1.0,2026-04-23,Colorado Rockies vs San Diego Padres
Total,UNDER 7.5,-120.0,0.105,0.5217,0.6268,True,0.8333,2026-04-23,San Francisco Giants vs Los Angeles Dodgers
Moneyline,New York Yankees ML,-155.0,0.1937,0.5803,0.774,True,0.6452,2026-04-23,Boston Red Sox vs New York Yankees
Moneyline,Minnesota Twins ML,-105.0,0.25,0.4892,0.779,False,-1.0,2026-04-23,New York Mets vs Minnesota Twins
Run Line,Minnesota Twins +1.5,161.0,0.1005,0.3669,0.4674,False,-1.0,2026-04-23,New York Mets vs Minnesota Twins
Total,UNDER 7.5,-106.5,0.1225,0.4924,0.6149,True,0.939,2026-04-23,Texas Rangers vs Pittsburgh Pirates
Moneyline,Cincinnati Reds ML,-105.0,0.1458,0.4892,0.635,True,0.9524,2026-04-24,Cincinnati Reds vs Detroit Tigers
Moneyline,Baltimore Orioles ML,-125.0,0.2355,0.5325,0.768,True,0.8,2026-04-24,Baltimore Orioles vs Boston Red Sox
Run Line,Baltimore Orioles -1.5,161.0,0.0962,0.3646,0.4608,True,1.61,2026-04-24,Baltimore Orioles vs Boston Red Sox
