type,bet,odds,edge,book_prob,model_prob,won,profit,date,game
Total,UNDER 8.5,-104.5,0.0902,0.4871,0.5773,False,-1.0,2026-04-24,Baltimore Orioles vs Boston Red Sox
Total,OVER  7.5,-5.0,0.2,0.0817,0.377,False,-1.0,2026-04-24,New York Mets vs Colorado Rockies
Total,OVER  7.5,100.0,0.1477,0.4783,0.626,True,1.0,2026-04-24,Tampa Bay Rays vs Minnesota Twins
Moneyline,Atlanta Braves ML,-165.0,0.1804,0.5986,0.779,True,0.6061,2026-04-24,Atlanta Braves vs Philadelphia Phillies
Total,UNDER 9.0,-111.0,0.112,0.5022,0.6141,True,0.9009,2026-04-24,Atlanta Braves vs Philadelphia Phillies
Moneyline,Los Angeles Angels ML,-110.0,0.25,0.5,0.768,False,-1.0,2026-04-24,Kansas City Royals vs Los Angeles Angels
Run Line,Los Angeles Angels +1.5,151.5,0.08,0.3808,0.4608,False,-1.0,2026-04-24,Kansas City Royals vs Los Angeles Angels
Total,UNDER 8.5,-115.0,0.0695,0.5108,0.5804,False,-1.0,2026-04-24,Kansas City Royals vs Los Angeles Angels
Moneyline,Texas Rangers ML,-138.0,0.0515,0.5555,0.607,False,-1.0,2026-04-24,Texas Rangers vs Athletics
Moneyline,New York Yankees ML,-155.5,0.1947,0.5833,0.778,True,0.6431,2026-04-24,Houston Astros vs New York Yankees
Total,UNDER 9.0,-105.0,0.1262,0.4892,0.6154,False,-1.0,2026-04-24,Houston Astros vs New York Yankees
Total,UNDER 8.0,-110.0,0.1194,0.5,0.6194,True,0.9091,2026-04-24,St. Louis Cardinals vs Seattle Mariners
Total,UNDER 9.0,-105.0,0.2,0.4892,0.7,False,-1.0,2026-04-24,Los Angeles Dodgers vs Chicago Cubs
Moneyline,Miami Marlins ML,-115.0,0.0722,0.5108,0.583,True,0.8696,2026-04-24,San Francisco Giants vs Miami Marlins
Total,UNDER 7.5,-109.0,0.1009,0.4978,0.5987,False,-1.0,2026-04-24,San Francisco Giants vs Miami Marlins
